code,num
C1072,38106.044943211695
C1128,-2226693.9784330586
C1456,31210.918242247302
C1840,29828.460308018944
C1332,-2132477.930477944
C1563,-3251108.7666486287
C1794,-2218769.381883745
C1640,15002.20231639348
C1377,13077.319588969453
C2072,9769.864006058024
C1472,15378.21053814161
C1006,-2477556.0198280984
C1083,12040.508436877577
C1311,10615.346759100195
C2676,-4241600.342059941
C2318,11611.866140072292
C1603,30302.138142368683
C2523,10334.164405369673
C2177,-2047202.6784131664
C2411,48361.32772525699
C2033,-2303291.9347548583
C1604,15002.291784750409
C2535,28142.323122469148
C1040,32059.17931050562
C2417,13851.290139851744
C1812,-1677721.5248596484
C2253,-1908801.3447690425
C1294,35749.16915452959
C1772,13955.209544669442
C2646,29456.03861026971
C1152,-2139443.823663707
C2423,5737.506299267406
C1844,31195.63563783957
C1318,8629.485532447094
C1729,31066.702684107448
C1602,11380.952194829486
C1239,13907.381324699998
C1721,33467.50414367608
C1902,49408.15784488463
C1855,11657.479499904084
C2600,15074.084644140361
C1071,14824.118132909018
C2295,13882.528285570877
C1621,29925.42822615473
C1852,45491.971925165766
C2555,-2372019.5285665654
C1297,12667.45188555397
C2323,30383.441062296704
C2215,13815.076451964675
C2112,10496.355193659343
C1830,44892.1504289435
C2602,9682.904837900447
C2608,-1869804.2634821606
C1215,43341.765228801065
C2369,33113.01779504367
C1158,7332.305904287235
C1887,40198.016159479266
C1189,8559.44573925427
C1637,14693.160977809299
C1225,5647.46244826792
C2374,10755.627296551884
C2397,28185.99432886534
C1105,-1714416.4196928407
C1782,14133.664021910652
C1629,6290.515543629396
C1708,9106.508914642533
C2144,41582.045462420276
C1617,-1654977.113404609
C1149,14954.058800170276
C1323,14073.12128288741
C1064,49116.08193441366
C1019,8916.817084956007
C2269,31152.420852949028
C1416,47860.169612768106
C1250,49659.28759876884
C1741,10964.05066892151
C1016,32468.49312446269
C2675,14673.882069740657
C2436,35816.76326496933
C2039,49088.302188989976
C1253,43231.377062561885
C2028,-2082867.9189282912
C1166,10055.14442603637
C1135,6760.57192374467
C1216,8946.344073154884
C1593,9200.363834176398
C1826,7850.4229381429695
C1827,14261.68588138755
C1564,9872.471828114045
C1495,-1930962.4940335604
C2653,44517.441524477385
C1392,39896.66756167713
C2128,9330.527679489927
C1282,37433.499157958046
C1521,-2325944.9262272227
C2076,-2278386.083817064
C1060,33225.16726291677
C2473,-1884744.0420337534
C2557,48738.16172676345
C1835,-1741171.6446711398
C2224,41811.650374339835
C2222,12699.313416220271
C2430,34916.974286775236
C2497,13837.474423935097
C1494,37029.59058516264
C1457,37041.57024320437
C1525,-2188813.1941163163
C1712,37065.879280033645
C2267,-1957599.0485718513
C1623,8246.349555959121
C2131,15189.174710660118
C2691,39000.70073848096
C1147,-1846829.9921170848
C1692,-2286579.7692523384
C1570,-2101594.8426763318
C1474,5194.536064618806
C1633,4839.962962972292
C2113,49678.16522812526
C2175,30303.60151508075
C2303,49037.38343261161
C2547,31556.752092806673
C2292,45660.121766684184
C1496,29080.155972976867
C1289,13403.69905578059
C1849,-1731226.9728267274
C1003,13278.141730872005
C2268,45176.903828144816
C2551,33972.36137025426
C2688,4085.382003100429
C1030,1962.386751204059
C1327,2606.646702047192
C2451,11278.21199213537
C1749,42549.330624882445
C1349,12909.20529372455
C2043,13018.557830227377
C1229,12589.698334541712
C2363,43260.22011364387
C1414,43900.45803498036
C2174,47932.406552305896
C2091,4092.1548046020735
C2335,3339.4014932106456
C1841,2674.5931119563056
C2404,5846.619760750213
C1683,9078.89520725088
C1038,15438.182146840636
C2456,9630.949053716324
C1266,29898.606436075654
C2152,3198.9630666560097
C1267,33855.4433776764
C2189,10460.646526115352
